0	40.97	50	30	4.60447	170.172
1	44.31	50	40	3.01744	161.422
2	46.11	54	43	2.63961	146.277
3	47.14	54	44	2.55849	121.126
4	48.54	54	45	1.94063	113.453
5	49.52	54	47	1.29084	119.208
6	50.07	54	48	0.966666	122.872
7	50.37	54	50	0.860527	123.977
8	50.55	54	50	1.02863	124.978
9	50.79	55	50	1.20851	134.207
10	51.02	55	50	1.32558	143.864
11	51.35	55	50	1.41689	156.518
12	51.7	55	50	1.39624	154.406
13	51.96	55	50	1.29428	164.94
14	52.12	55	51	1.23321	165.86
15	52.52	57	51	1.28299	192.421
16	52.83	57	51	1.18112	195.397
17	53.1	57	52	1.02986	202.865
18	53.34	57	52	0.986986	207.859
19	53.47	57	52	0.968754	198.068
20	53.66	57	52	0.867133	203.214
21	53.9	57	52	0.6742	217.813
22	54.06	57	53	0.54717	219.108
23	54.13	57	54	0.463954	225.325
24	54.17	57	54	0.53286	225.175
25	54.25	57	54	0.609272	240.366
26	54.27	57	54	0.633332	242.756
27	54.34	57	54	0.684902	240.384
28	54.39	57	54	0.709175	235.871
29	54.45	57	54	0.743659	243.805
30	54.49	57	54	0.745288	249.025
31	54.54	57	54	0.770936	267.671
32	54.56	57	54	0.78264	269.09
33	54.66	57	54	0.80679	277.515
34	54.78	57	54	0.835815	260.259
35	54.9	57	54	0.858704	248.767
36	54.99	57	54	0.834786	254.319
37	55.03	57	54	0.834303	276.696
38	55.15	57	54	0.79614	300.04
39	55.29	57	54	0.742573	311.055
40	55.36	57	54	0.703814	298.742
41	55.51	58	54	0.688946	323.689
42	55.61	58	55	0.58422	305.837
43	55.63	58	55	0.580056	304.416
44	55.67	58	55	0.569512	309.797
45	55.71	58	55	0.555869	309.255
46	55.82	58	55	0.575247	308.248
47	55.87	58	55	0.544114	315.502
48	55.9	58	55	0.522233	313.87
49	55.95	58	55	0.479372	306.891
50	56	58	55	0.426401	280.341
51	56.01	58	55	0.414266	279.329
52	56.06	58	55	0.342893	280.375
53	56.08	58	56	0.338744	277.352
54	56.08	58	56	0.338744	281.532
55	56.08	58	56	0.338744	277.64
56	56.09	58	56	0.3509	272.759
57	56.1	58	56	0.362371	279.282
58	56.1	58	56	0.362371	270.12
59	56.1	58	56	0.362371	273.856
60	56.1	58	56	0.362371	273.083
61	56.1	58	56	0.362371	265.322
62	56.11	58	56	0.37322	273.122
63	56.11	58	56	0.37322	274.838
64	56.11	58	56	0.37322	279.287
65	56.12	58	56	0.383498	271.724
66	56.12	58	56	0.383498	275.011
67	56.14	58	56	0.402517	290.233
68	56.14	58	56	0.402517	297.293
69	56.14	58	56	0.402517	297.636
70	56.15	58	56	0.411329	288.328
71	56.16	58	56	0.419716	303.721
72	56.19	58	56	0.44256	310.285
73	56.19	58	56	0.44256	317.158
74	56.21	58	56	0.456048	326.782
75	56.24	58	56	0.473968	334.268
76	56.26	58	56	0.484507	341.608
77	56.31	58	56	0.525992	339.319
78	56.32	58	56	0.529532	342.609
79	56.36	58	56	0.541603	341.513
80	56.37	58	56	0.544115	344.333
81	56.41	58	56	0.552223	342.127
82	56.44	58	56	0.556323	353.067
83	56.44	58	56	0.556323	355.346
84	56.44	58	56	0.556323	355.171
85	56.45	58	56	0.557321	352.055
86	56.49	58	56	0.559491	362.743
87	56.54	58	56	0.558136	369.318
88	56.55	58	56	0.557321	377.559
89	56.59	58	56	0.552223	386.994
90	56.59	58	56	0.552223	387.218
91	56.62	58	56	0.54643	392.887
92	56.68	58	56	0.529532	384.329
93	56.72	58	56	0.514045	392.333
94	56.79	58	56	0.477684	368.56
95	56.82	58	56	0.457927	374.217
96	56.83	58	56	0.450701	375.875
97	56.85	58	56	0.435194	372.208
98	56.9	58	56	0.38925	374.058
99	56.93	58	56	0.355477	366.662
100	56.97	58	56	0.3	356.507
101	57.01	58	56	0.224508	360.597
102	57.04	58	57	0.196946	370.256
103	57.04	58	57	0.196946	370.717
104	57.04	58	57	0.196946	364.176
105	57.04	58	57	0.196946	364.751
106	57.04	58	57	0.196946	375.874
107	57.04	58	57	0.196946	373.779
108	57.06	59	57	0.277798	382.363
109	57.06	59	57	0.277798	367.424
110	57.06	59	57	0.277798	369.571
111	57.06	59	57	0.277798	369.292
112	57.06	59	57	0.277798	375.009
113	57.06	59	57	0.277798	383.368
114	57.06	59	57	0.277798	385.468
115	57.06	59	57	0.277798	386.65
116	57.06	59	57	0.277798	391.687
117	57.06	59	57	0.277798	405.759
118	57.06	59	57	0.277798	415.438
119	57.06	59	57	0.277798	420.124
120	57.06	59	57	0.277798	420.124
121	57.06	59	57	0.277798	418.758
122	57.06	59	57	0.277798	418.758
123	57.06	59	57	0.277798	413.882
124	57.06	59	57	0.277798	427.829
125	57.06	59	57	0.277798	432.289
126	57.06	59	57	0.277798	426.638
127	57.07	59	57	0.293189	428.937
128	57.07	59	57	0.293189	426.872
129	57.08	59	57	0.307482	423.503
130	57.08	59	57	0.307482	422.741
131	57.09	59	57	0.320825	416.515
132	57.09	59	57	0.320825	418.96
133	57.09	59	57	0.320825	418.96
134	57.1	59	57	0.333333	423.121
135	57.1	59	57	0.333333	421.603
136	57.1	59	57	0.333333	438.86
137	57.1	59	57	0.333333	436.824
138	57.1	59	57	0.333333	441.249
139	57.1	59	57	0.333333	441.401
140	57.1	59	57	0.333333	441.203
141	57.11	59	57	0.345096	426.33
142	57.11	59	57	0.345096	422.532
143	57.11	59	57	0.345096	422.984
144	57.11	59	57	0.345096	421.422
145	57.11	59	57	0.345096	419.221
146	57.12	59	57	0.356186	416.295
147	57.12	59	57	0.356186	414.05
148	57.12	59	57	0.356186	427.085
149	57.12	59	57	0.356186	420.471
150	57.13	59	57	0.366666	421.749
