0	41.15	50	30	4.6021	170.172
1	44.13	50	40	2.9393	146.69
2	45.73	50	43	2.50597	145.255
3	46.36	51	44	2.55256	136.628
4	46.64	52	44	2.58011	135.109
5	47.14	52	44	2.43717	121.267
6	47.54	52	44	2.37589	133.703
7	47.93	54	44	2.19851	140.686
8	48.35	54	46	1.8983	140.089
9	48.52	54	46	1.81731	140.345
10	48.73	54	46	1.73412	136.63
11	49.22	54	46	1.33015	140.925
12	49.4	54	48	1.25529	141.095
13	49.51	54	48	1.24312	138.388
14	49.57	54	48	1.20818	133.653
15	49.74	54	48	1.15137	127.882
16	49.8	54	48	1.1101	131.15
17	49.92	54	48	1.00182	131.761
18	50.01	54	48	0.948097	127.37
19	50.16	54	49	0.813026	127.285
20	50.2	54	49	0.778499	126.484
21	50.25	54	49	0.74366	121.206
22	50.32	54	50	0.70896	126.842
23	50.34	54	50	0.713789	119.889
24	50.34	54	50	0.713789	119.874
25	50.38	54	50	0.801262	125.066
26	50.39	54	50	0.80271	132.387
27	50.42	54	50	0.818721	133.974
28	50.42	54	50	0.818721	137.006
29	50.45	54	50	0.857232	138.644
30	50.47	54	50	0.869866	142.001
31	50.49	54	50	0.881861	142.187
32	50.49	54	50	0.881861	141.384
33	50.49	54	50	0.881861	147.66
34	50.5	54	50	0.881917	139.708
35	50.5	54	50	0.881917	142.463
36	50.51	54	50	0.88186	144.318
37	50.53	54	50	0.881402	146.299
38	50.54	54	50	0.881	143.373
39	50.55	54	50	0.880484	134.249
40	50.55	54	50	0.880484	129.957
41	50.57	54	50	0.879105	129.615
42	50.62	54	50	0.940449	125.68
43	50.63	54	50	0.939106	126.019
44	50.67	54	50	0.995495	126.824
45	50.72	54	50	1.04524	127.535
46	50.72	54	50	1.04524	128.691
47	50.73	54	50	1.04306	126.613
48	50.76	54	50	1.04563	131.43
49	50.78	54	50	1.05006	134.771
50	50.84	54	50	1.08916	136.079
51	50.85	54	50	1.08595	132.213
52	50.88	54	50	1.08507	135.109
53	50.88	54	50	1.08507	136.877
54	50.89	54	50	1.08148	136.168
55	50.9	54	50	1.07778	137.143
56	50.91	54	50	1.07398	136.677
57	50.94	54	50	1.07139	139.247
58	50.96	54	50	1.07233	140.016
59	50.98	54	50	1.06344	136.46
60	50.98	54	50	1.06344	134.58
61	50.98	54	50	1.06344	135.485
62	51.04	54	50	1.09101	135.684
63	51.04	54	50	1.09101	135.342
64	51.08	54	50	1.12528	134.975
65	51.13	54	50	1.15168	132.516
66	51.17	54	50	1.15518	134.913
67	51.26	54	50	1.1774	135.491
68	51.3	54	50	1.16775	133.967
69	51.3	54	50	1.16775	135.22
70	51.37	54	50	1.14288	139.071
71	51.39	54	50	1.12721	136.091
72	51.41	54	50	1.11096	129.217
73	51.41	54	50	1.11096	128.586
74	51.42	54	50	1.10261	133.948
75	51.42	54	50	1.10261	133.55
76	51.43	54	50	1.09411	141.239
77	51.44	54	50	1.08544	143.066
78	51.47	54	50	1.06794	139.729
79	51.48	54	50	1.05868	138.429
80	51.48	54	50	1.05868	140.977
81	51.48	54	50	1.05868	144.396
82	51.52	54	50	1.03943	147.592
83	51.53	54	50	1.02942	148.692
84	51.53	54	50	1.02942	148.101
85	51.55	54	50	1.0088	144.511
86	51.64	54	51	0.979796	145.942
87	51.64	54	51	0.979796	145.942
88	51.64	54	51	0.979796	144.022
89	51.64	54	51	0.979796	144.241
90	51.64	54	51	0.979796	144.241
91	51.64	54	51	0.979796	146.042
92	51.66	54	51	0.976698	151.715
93	51.66	54	51	0.976698	152.555
94	51.68	54	51	0.973176	154.522
95	51.68	54	51	0.973176	157.542
96	51.69	54	51	0.971253	157.158
97	51.72	54	51	0.975249	149.818
98	51.72	54	51	0.975249	148.661
99	51.75	54	51	0.998737	148.023
100	51.75	54	51	0.998737	148.016
101	51.75	54	51	0.998737	147.965
102	51.77	54	51	0.993464	147.403
103	51.83	54	51	1.03529	151.832
104	51.87	55	51	1.07923	154.823
105	51.87	55	51	1.07923	154.823
106	51.87	55	51	1.07923	155.35
107	51.87	55	51	1.07923	157.194
108	51.87	55	51	1.07923	153.014
109	51.87	55	51	1.07923	153.014
110	51.87	55	51	1.07923	154.487
111	51.91	55	51	1.09263	154.594
112	51.94	55	51	1.10846	154.881
113	51.94	55	51	1.10846	157.765
114	51.94	55	51	1.10846	158.219
115	51.94	55	51	1.10846	158.083
116	51.94	55	51	1.10846	157.865
117	51.94	55	51	1.10846	152.333
118	51.94	55	51	1.10846	153.934
119	51.94	55	51	1.10846	153.934
120	51.94	55	51	1.10846	153.934
121	51.94	55	51	1.10846	152.874
122	51.95	55	51	1.1044	152.928
123	51.96	55	51	1.10023	151.752
124	51.99	55	51	1.1146	154.045
125	51.99	55	51	1.1146	154.045
126	52.06	55	51	1.13547	155.073
127	52.1	55	51	1.1415	154.509
128	52.1	55	51	1.1415	152.48
129	52.11	55	51	1.13614	156.584
130	52.12	55	51	1.13066	155.003
131	52.12	55	51	1.13066	155.003
132	52.12	55	51	1.13066	155.003
133	52.16	55	51	1.16098	157.645
134	52.16	55	51	1.16098	158.3
135	52.16	55	51	1.16098	165.04
136	52.22	55	51	1.17705	164.627
137	52.27	55	51	1.17081	165.229
138	52.27	55	51	1.17081	165.229
139	52.3	55	51	1.15032	166.867
140	52.3	55	51	1.15032	165.885
141	52.3	55	51	1.15032	165.885
142	52.3	55	51	1.15032	165.885
143	52.3	55	51	1.15032	161.215
144	52.33	55	51	1.13756	156.259
145	52.33	55	51	1.13756	158.417
146	52.36	55	51	1.14168	158.103
147	52.43	55	51	1.13933	156.24
148	52.43	55	51	1.13933	156.24
149	52.44	55	51	1.13101	156.434
150	52.47	55	51	1.13222	157.292
151	52.47	55	51	1.13222	157.604
152	52.47	55	51	1.13222	157.604
153	52.47	55	51	1.13222	157.543
154	52.48	55	51	1.12349	159.482
155	52.5	55	51	1.11464	159.583
156	52.51	55	51	1.1055	160.051
157	52.51	55	51	1.1055	161.227
158	52.56	55	51	1.08544	163.36
159	52.56	55	51	1.08544	163.967
160	52.56	55	51	1.08544	164.153
161	52.59	55	51	1.08334	177.167
162	52.6	55	51	1.07309	177.831
163	52.6	55	51	1.07309	177.831
164	52.62	55	51	1.05198	172.686
165	52.63	55	51	1.04112	160.149
166	52.63	55	51	1.04112	160.149
167	52.63	55	51	1.04112	160.149
168	52.64	55	51	1.03005	161.045
169	52.66	55	51	1.00725	162.16
170	52.66	55	51	1.00725	162.16
171	52.66	55	51	1.00725	162.16
172	52.66	55	51	1.00725	162.16
173	52.66	55	51	1.00725	162.16
174	52.66	55	51	1.00725	162.16
175	52.66	55	51	1.00725	162.16
176	52.66	55	51	1.00725	162.16
177	52.73	55	51	0.983243	159.276
178	52.73	55	51	0.983243	158.532
179	52.74	55	52	0.970473	159.432
180	52.74	55	52	0.970473	159.432
181	52.74	55	52	0.970473	159.432
182	52.76	55	52	0.975664	160.21
183	52.76	55	52	0.975664	160.21
184	52.76	55	52	0.975664	160.21
185	52.78	55	52	0.980414	159.986
186	52.78	55	52	0.980414	159.986
187	52.78	55	52	0.980414	159.986
188	52.78	55	52	0.980414	159.986
189	52.8	55	52	0.984732	159.943
190	52.8	55	52	0.984732	160.591
191	52.8	55	52	0.984732	158.286
192	52.8	55	52	0.984732	158.286
193	52.8	55	52	0.984732	158.286
194	52.8	55	52	0.984732	158.286
195	52.8	55	52	0.984732	161.934
196	52.8	55	52	0.984732	161.934
197	52.82	55	52	0.988623	162.359
198	52.82	55	52	0.988623	162.359
199	52.86	55	52	0.99514	157.472
200	52.86	55	52	0.99514	157.472
201	52.86	55	52	0.99514	157.472
202	52.92	55	52	1.00182	157.467
203	52.92	55	52	1.00182	158.285
204	52.92	55	52	1.00182	158.871
205	52.92	55	52	1.00182	158.871
206	52.94	55	52	1.00323	160.498
207	52.94	55	52	1.00323	160.498
