1	0	0.513034	0.0272298	0.00010001
2	0	0.513034	0.0239236	0.00010001
3	0	0.513034	0.052936	0.00010001
4	0	0.513034	0.0809911	0.00010001
5	0	0.513034	0.10977	0.00010001
6	0	0.61518	0.129484	0.0602046
7	0	0.61518	0.153561	0.0742961
8	0	0.748286	0.174852	0.0899765
9	0	0.748286	0.183776	0.101464
10	0	0.748286	0.193018	0.10604
11	0	0.748286	0.206551	0.115062
12	0	0.748286	0.218869	0.123482
13	0	0.748286	0.21976	0.128654
14	0	0.748286	0.225555	0.134838
15	0	0.96356	0.245175	0.139629
16	0	0.96356	0.25393	0.142323
17	0	0.96356	0.263867	0.148418
18	0	0.96356	0.268489	0.149664
19	0	0.96356	0.277468	0.154228
20	0	0.96356	0.279868	0.156672
21	0	0.96356	0.289465	0.162139
22	0	0.96356	0.294517	0.167694
23	0	0.96356	0.300107	0.173013
24	0	0.96356	0.307126	0.178608
25	0	0.96356	0.314704	0.184648
26	0	0.96356	0.31431	0.186393
27	0	0.96356	0.32167	0.191561
28	0	0.96356	0.325774	0.193013
29	0	0.96356	0.327733	0.19877
30	0	1.10935	0.338582	0.201703
31	0	1.10935	0.345595	0.206106
32	0	1.10935	0.353807	0.209922
33	0	1.10935	0.358073	0.211761
34	0	1.10935	0.361588	0.212332
35	0	1.10935	0.365846	0.213329
36	0	1.10935	0.366871	0.216147
37	0	1.10935	0.370521	0.220389
38	0	1.10935	0.371494	0.222821
39	0	1.10935	0.372955	0.225604
40	0	1.10935	0.375534	0.236884
41	0	1.10935	0.376506	0.238022
42	0	1.10935	0.377064	0.238022
43	0	1.10935	0.378794	0.238421
44	0	1.10935	0.380065	0.241262
45	0	1.10935	0.384905	0.246131
46	0	1.10935	0.39541	0.249258
47	0	1.10935	0.400913	0.256755
48	0	1.10935	0.405162	0.259379
49	0	1.10935	0.41049	0.259508
50	0	1.10935	0.412862	0.262464
51	0	1.10935	0.416646	0.267401
52	0	1.10935	0.421102	0.267772
53	0	1.10935	0.424494	0.271621
54	0	1.10935	0.435172	0.276936
55	0	1.10935	0.43783	0.280661
56	0	1.10935	0.439285	0.281014
57	0	1.10935	0.441309	0.281014
58	0	1.10935	0.447148	0.281845
59	0	1.10935	0.453131	0.283796
60	0	1.10935	0.454014	0.283796
61	0	1.10935	0.454475	0.284156
62	0	1.10935	0.455583	0.288468
63	0	1.10935	0.456371	0.288468
64	0	1.10935	0.459745	0.290038
65	0	1.10935	0.461073	0.29125
66	0	1.10935	0.463637	0.293244
67	0	1.10935	0.467836	0.294938
68	0	1.10935	0.477496	0.296635
69	0	1.10935	0.477969	0.296883
70	0	1.10935	0.482374	0.300239
71	0	1.10935	0.487031	0.301601
72	0	1.118	0.494792	0.30491
73	0	1.118	0.496312	0.305227
74	0	1.118	0.497553	0.312594
75	0	1.118	0.499875	0.313087
76	0	1.118	0.500946	0.315014
77	0	1.118	0.503342	0.3164
78	0	1.118	0.507315	0.317956
79	0	1.118	0.511344	0.319757
80	0	1.118	0.513146	0.3214
81	0	1.118	0.518642	0.324126
82	0	1.118	0.51983	0.326649
83	0	1.118	0.523011	0.329
84	0	1.118	0.526742	0.337977
85	0	1.118	0.529531	0.342086
86	0	1.118	0.534811	0.347504
87	0	1.118	0.536639	0.349511
88	0	1.118	0.541987	0.352708
89	0	1.118	0.542954	0.357392
90	0	1.118	0.548323	0.360457
91	0	1.118	0.548324	0.360457
92	0	1.118	0.552053	0.361376
93	0	1.118	0.55848	0.363918
94	0	1.118	0.563354	0.366048
95	0	1.118	0.563684	0.366807
96	0	1.118	0.568023	0.372168
97	0	1.118	0.570418	0.372212
98	0	1.118	0.574278	0.373499
99	0	1.118	0.57829	0.376331
100	0	1.118	0.578925	0.378923
